Lch,Wch,Tch,Tox1,Tox2,Ion_N,Ioff_N,Vth_N,SS_N,Ion_P,Ioff_P,Vth_P,SS_P
26.6,23.05,7.43,0.23,2.16,3.13918852113347e-05,3.1963761956820796e-11,0.2437925663488762,68.36960278381568,1.85944215499646e-05,1.64820707910432e-11,-0.2548400276448093,68.47118739553338
26.6,71.33,6.05,0.65,2.09,7.00081684115958e-05,1.0561310434363901e-10,0.2009309967109584,60.55916988252691,4.33089479395371e-05,5.472312017778869e-11,-0.2301768271310689,56.50722656769372
30.47,56.86,6.49,1.19,2.16,4.49031255416944e-05,8.90548698394421e-11,0.212194892166903,60.2789062104952,2.97450229850985e-05,4.53467241823172e-11,-0.244423714384556,68.89843862374862
34.69,68.3,5.66,0.28,1.71,9.6879548999882e-05,4.73602296773719e-11,0.2298300821489983,58.4265790744577,5.80286126263105e-05,2.3481608430495897e-11,-0.2470709349113819,67.46919792883921
18.2,59.74,6.11,0.8,1.9,6.101478308625e-05,3.57554144065119e-10,0.1814597340152153,69.30815398893802,3.83457212118904e-05,2.00176165984995e-10,-0.1958453710204349,69.2684508662001
18.49,51.9,4.37,0.21,2.14,5.12717435078668e-05,6.45099439644248e-11,0.2312936497643016,71.67690309069421,3.14824232685881e-05,3.43083174895998e-11,-0.2451754295515606,68.2225811847336
28.27,40.11,4.06,0.51,1.92,3.6868643934772e-05,2.5149389248050597e-11,0.2450895660172815,67.6595293589552,2.2056339496648e-05,1.2553249963457398e-11,-0.2551376235481536,65.4529194916707
29.84,16.88,4.82,1.12,2.08,1.49378972386407e-05,1.2895791644757799e-11,0.2593685275987659,68.65565918255808,9.41082807362711e-06,6.504485727697139e-12,-0.2821716614769166,68.18191054819629
18.51,69.43,4.95,0.64,1.51,6.78097676363101e-05,1.4166242328383e-10,0.1950379026331146,63.6484690662216,4.28580831938455e-05,7.885237201016339e-11,-0.2162101803369006,59.91227339185778
20.05,33.13,7.53,1.06,2.14,3.3600507100441e-05,3.97394385039102e-10,0.1855490716994322,72.4418180403617,2.21291328426191e-05,2.26587377318793e-10,-0.2023846650475943,74.6750429753382
15.25,38.61,4.07,0.76,2.03,3.8172332081992e-05,1.12652503247171e-10,0.2109663039422161,64.5832832926796,2.33372422692382e-05,6.633202868290509e-11,-0.2398965105843198,66.08525171462429
17.57,49.14,5.82,0.4,1.99,6.88016703977272e-05,1.54677139116004e-10,0.1952607819970972,65.10137157916051,4.34737062659214e-05,8.947873772083919e-11,-0.21605988056526,62.8477077893487
32.7,25.45,4.8,1.07,1.51,2.2727008185153e-05,1.6770859898032198e-11,0.2523027187436099,68.16251517849209,1.45366391231904e-05,8.358446487600909e-12,-0.2696635662043685,66.93029495724589
16.88,42.42,4.78,1.02,1.72,4.16542932761281e-05,1.78950683001009e-10,0.1976166101427407,68.3172626160149,2.75958501067608e-05,1.0504133626326201e-10,-0.2203719629680462,67.5741433355001
21.17,54.84,7.93,0.27,1.82,7.9784847478752e-05,2.00109114258283e-10,0.1877808208786751,66.12090711480118,4.9457279378562e-05,1.05248626301034e-10,-0.2077567530942825,63.179748106700686
31.48,50.44,7.84,0.5,1.84,6.23589165920684e-05,6.8173234343205e-11,0.217378039237765,54.5075155870218,3.92149885116818e-05,3.4076684767296696e-11,-0.2424103279056955,68.3537492146526
31.9,43.43,6.91,0.95,2.08,4.00554046814084e-05,5.8008040748435495e-11,0.2315310042664818,60.5693624703523,2.60914172257239e-05,2.91869736234493e-11,-0.2483850869852885,69.1487010920057
20.92,32.06,7.47,0.2,1.76,4.75750263257156e-05,8.11710994823266e-11,0.2155158132315576,58.68094917591102,2.92624759748833e-05,4.2868391016002e-11,-0.2435347808909338,68.80365661474899
23.37,36.5,7.94,0.71,1.72,4.47082065972882e-05,1.25940173261708e-10,0.2043651036899952,65.1817971757896,2.91629723856585e-05,7.24718062543182e-11,-0.2320178062731236,63.403715329291785
34.02,20.42,7.77,1.08,2.07,2.07625828513729e-05,2.44288597557048e-11,0.2489697971643908,69.51308553035601,1.38543650617946e-05,1.2363652659727499e-11,-0.2642854074616841,70.36969039751432
25.46,29.85,6.01,0.87,1.62,3.3263885402621e-05,4.46425832027391e-11,0.2417195764400622,68.7074938569825,2.21523123997849e-05,2.4267023577006497e-11,-0.2513745061554748,69.53003998380942
19.09,58.27,7.63,0.61,2.07,6.75048042209918e-05,5.13987183671639e-10,0.1771207911112502,69.8887792620716,4.31164315608951e-05,2.95140174407855e-10,-0.1887190584330967,70.6021266961906
24.94,31.89,4.89,0.56,1.5,3.95902984653764e-05,2.9356146634331396e-11,0.2442480340125008,68.1214043281555,2.38673879569363e-05,1.5226777586171197e-11,-0.2550458233570835,67.75519544713418
25.11,20.74,6.08,1.02,1.54,2.29334172805537e-05,3.1014460274276e-11,0.2503502999690624,64.58115283373189,1.52277493325858e-05,1.6822338642062198e-11,-0.2579756935444954,70.34751673446249
19.47,50.59,5.83,0.29,1.64,6.05617236000855e-05,9.43970367643255e-11,0.2063477241563032,59.4250641678683,3.84872489047756e-05,5.085007782919589e-11,-0.2376421708644353,64.58380881074139
28.74,35.41,4.73,0.54,1.88,3.54482450529107e-05,2.6444476793298697e-11,0.2342202351731099,62.5158335545008,2.12415019776661e-05,1.3196766343133199e-11,-0.2567278510954025,67.26114623493942
33.79,33.36,6.95,0.47,1.88,4.41042080872439e-05,3.1898357454169896e-11,0.2431261743637388,68.1169132473557,2.73219324957868e-05,5.79118099608639e-12,-0.2643531944494785,68.54485574815963
18.98,68.91,5.84,0.94,1.8,6.46621158701994e-05,3.55621229899174e-10,0.1783367409511797,64.31269702389501,4.27624392830221e-05,2.05214986508257e-10,-0.1942965916303569,69.15958239121109
18.98,75.07,5.28,0.22,1.77,8.52687265656065e-05,1.20048404822998e-10,0.1960101464780857,61.16090379088202,5.30767240404688e-05,6.48479000028792e-11,-0.2188367221190339,55.39742109819762
22.94,42.92,6.27,0.87,1.91,4.43997469114383e-05,1.10914814119348e-10,0.2073170774029736,63.53104306786908,2.86118533063226e-05,6.044354749213479e-11,-0.2389998359131421,65.0464851818629
27.41,42.84,6.05,0.56,1.77,4.5846204921534e-05,4.919542616887589e-11,0.2359804369245463,64.29345215956758,2.91348339232777e-05,1.3180552666958299e-11,-0.2542154961055241,64.38959322844786
16.32,36.41,7.01,0.64,1.51,4.90219233938454e-05,3.25051280966997e-10,0.1856320816339002,70.35884640464579,3.17714209733031e-05,2.0177527012901e-10,-0.200448731327848,71.49649117392079
32.47,54.4,5.25,0.78,1.69,5.24696381827896e-05,4.0963792118734e-11,0.2407699500220742,68.04672560639489,3.32131599922025e-05,2.04201902275964e-11,-0.2491443980376743,67.80236887218189
25.23,79.02,5.24,0.75,1.87,8.09707735648424e-05,1.0102807528049601e-10,0.2018081493405707,59.78524179898559,5.34606567664125e-05,2.8287399725852798e-11,-0.2196479270596838,60.87902619004301
15.37,41.26,5.56,0.22,1.64,5.7121217150029e-05,1.09495720756722e-10,0.2043086708591791,61.76505068363028,3.51858341106133e-05,6.2676070729025e-11,-0.2309340860010588,57.63367427755969
22.38,30.66,7.44,0.98,1.56,3.32013222548114e-05,1.23109041027976e-10,0.2093324596691415,66.5761540765063,2.2154326542025e-05,6.979378790487649e-11,-0.2420582548720951,69.57255756369769
28.38,43.66,6.06,0.55,1.5,4.79399106979452e-05,4.6202933592493097e-11,0.2231094321492527,66.10986142176839,3.04949845075924e-05,8.65704507725662e-12,-0.2507338446609237,68.32071880784338
25.57,22.01,4.88,0.3,1.66,3.33270708544995e-05,1.73046059864784e-11,0.2503217567262271,67.1997864178511,1.43562045326339e-05,8.910219735719419e-12,-0.2652233784920801,65.80758142073651
17.54,34.46,7.63,1.03,1.84,3.9689686486237e-05,7.39346529381899e-10,0.1770737143520529,72.22312972552751,2.77073067275322e-05,4.78037810320196e-10,-0.2014452982398271,87.96443124931939
34.81,69.24,6.6,0.45,2.19,8.21201531080497e-05,6.32266188957569e-11,0.2168093114020066,52.07953820139091,4.36590241666376e-05,3.1293201389442496e-11,-0.245253953080054,68.07246510867218
33.01,22.27,4.51,0.43,2.12,2.62928196061675e-05,1.2467577745185898e-11,0.2558321242301845,66.37263448755436,1.51885762997003e-05,6.124756851401e-12,-0.2757119862623655,63.57221089357229
17.94,49.09,5.61,0.65,1.59,9.97627232114221e-07,1.49763145620352e-10,0.1969832380507886,65.2436059432685,3.30472919046418e-05,8.527577080379529e-11,-0.2191613146858544,62.9583653378322
17.94,23.35,6.9,1.08,2.18,1.28260556739266e-07,2.56190437846865e-10,0.2105379128630626,86.81039724995439,1.55406373367738e-05,1.52377484350067e-10,-0.2195490891616522,76.6852364366513
25.03,79.15,6.97,0.55,1.74,9.87022590824479e-05,1.58243843510686e-10,0.1901048910056078,63.9669121677513,6.44689262217193e-05,8.64961095821483e-11,-0.2102664916806227,60.53258706234899
17.35,75.19,5.35,1.12,2.14,6.96177901440396e-05,6.68504914560226e-10,0.174596199747703,70.09871946056039,4.76810482331132e-05,4.10875366142603e-10,-0.1842760290640204,71.0963508081847
21.96,16.08,4.01,0.98,1.87,1.54726920475652e-05,1.5249004171044797e-11,0.2567626491851989,68.89161408423392,9.30488935552593e-06,8.059884856397359e-12,-0.2767312089260032,68.63094762142464
16.23,15.93,7.03,0.58,1.69,2.44548961638797e-05,3.9294581950418596e-11,0.2380175865724291,69.54268691817143,1.53072924474946e-05,4.5442150949054e-11,-0.2476734413273369,71.11424322763149
29.06,49.56,5.77,1.07,1.91,4.24517872043399e-05,6.375009807971669e-11,0.2176611234868956,60.90865053381958,2.72579275598804e-05,3.22204486915388e-11,-0.2460666815042525,68.96446218748811
24.36,57.23,5.06,0.53,1.85,6.5320420229887e-05,6.33093502659304e-11,0.2202959658669282,52.71059883167431,4.06137480012973e-05,3.32919841015109e-11,-0.2453490598899784,68.24806489101032
16.95,18.32,7.92,0.68,2.12,2.6969041271844e-05,1.73971484644067e-10,0.2066977671463177,72.10794187888412,1.75858716482279e-05,1.11525390482029e-10,-0.230592459573688,74.7081550100258
24.5,32.39,6.7,0.42,1.99,4.39122428694922e-05,5.3366764940028196e-11,0.2354750144269787,64.02939613986221,2.79781989728337e-05,2.89514890400363e-11,-0.2481644543164191,68.89685030467591
29.58,40.71,4.87,0.45,1.54,4.35874890296407e-05,2.8787541514410896e-11,0.2434991622254554,67.7378278791986,2.65542190017318e-05,7.19316000221643e-12,-0.269604357785388,68.1417692020643
27.0,16.01,4.57,0.23,2.08,1.71697674146709e-05,1.0835473362795798e-11,0.2596567845367065,65.91991287536078,1.00785083364437e-05,5.320012236691459e-12,-0.2811069564537592,62.15621638111302
33.56,23.48,6.49,0.49,2.02,3.10211943941944e-05,2.01495224561706e-11,0.2487365068521913,67.97038388613191,1.88863930654179e-05,9.98723125534644e-12,-0.2635607253290871,66.91504078293408
27.71,52.22,7.45,1.05,1.85,4.7704019429974e-05,1.283386010775e-10,0.2013598068607914,64.66561171375682,3.10383726516761e-05,6.94455230098028e-11,-0.2295871174873568,61.767917169807006
34.55,73.0,6.86,1.09,1.82,6.20762228103761e-05,8.620354894020659e-11,0.2085878362093787,58.5793243754813,4.13710925754256e-05,4.3837103202619496e-11,-0.2425625305498325,68.50283645528252
22.55,24.99,4.99,0.89,2.15,2.48049288893515e-05,3.68125562538999e-11,0.2442828289846565,69.1355463109341,1.54956415688499e-05,2.07906272600723e-11,-0.2553024213077147,70.27272985786448
18.23,22.12,4.54,0.36,1.99,2.2699643511701e-05,2.85588773922084e-11,0.2551618550779028,77.71598423236928,1.41670685081189e-05,1.61652463053084e-11,-0.2568862585378107,68.8318356897507
30.65,43.23,4.12,0.99,2.18,3.44013422202544e-05,2.8592027693181398e-11,0.2506132421746401,68.2466469531596,2.12996426043098e-05,1.4324729768877798e-11,-0.2564899719306034,67.9527352176853
20.6,43.34,7.41,1.04,1.9,4.37244790373469e-05,4.31271795163566e-10,0.1819726134474167,71.2027685388513,2.86110126183553e-05,2.47251932493134e-10,-0.1963704533877584,72.72972570761321
20.6,19.68,4.39,1.01,1.55,1.80164340222392e-05,2.63340355940065e-11,0.2492369604532457,69.70505496548851,1.12596799313974e-05,1.3633794983068098e-11,-0.2627137573896834,70.154286879562
30.52,45.66,5.58,1.14,1.72,3.80302057148413e-05,4.77159355782168e-11,0.2404917342196094,68.35312296097571,2.46387724038679e-05,2.4168298807241497e-11,-0.2501569435504911,68.9810623805975
30.52,73.29,4.67,0.94,1.8,6.02543000476667e-05,5.6306053800011394e-11,0.2246770539629653,54.0184550956265,3.86293842584699e-05,2.8086272303729896e-11,-0.2466203231889571,68.13683747819171
16.16,32.23,5.76,0.6,2.14,3.98089034985221e-05,1.81487706233162e-10,0.1983480433967338,68.79277466655098,2.5278373475974e-05,1.0676647675351901e-10,-0.2209555544054691,68.91125637177481
20.15,69.11,6.14,0.48,1.6,7.94480940191263e-05,1.68504636188896e-10,0.1903526767094938,64.72396266779779,5.13770044729125e-05,9.369366772883679e-11,-0.2126155691468551,59.05557631097649
30.86,60.11,4.55,0.85,1.54,5.31425802389936e-05,4.0761976839921094e-11,0.2407154143612705,68.00260483933351,3.33192018869854e-05,2.0406735858315897e-11,-0.2498247575846588,67.80023230230539
32.52,21.81,5.67,0.57,1.51,2.73234532580783e-05,1.60481541877256e-11,0.252042534281155,67.53416932552209,1.62213628867604e-05,7.73045889091631e-12,-0.2696468113479971,65.3591155681909
16.99,67.16,7.14,1.19,1.91,6.68975534112061e-05,2.5679526976174e-09,0.1354123630836258,73.87064823876432,4.62970979084759e-05,1.6496278485697701e-09,-0.1581785988063212,79.13940201455077
33.68,67.78,4.13,0.58,1.57,7.17645928607066e-05,3.50539987927908e-11,0.2414395169881282,67.76994773291662,4.25177347687907e-05,1.71502428217217e-11,-0.2507017251478991,66.92103873365443
33.68,36.53,7.58,0.72,1.97,4.0274051692442e-05,4.4228273382696794e-11,0.2410154063483129,68.3910231697997,2.61392229908223e-05,2.20408827272593e-11,-0.251050730510285,68.92320202880178
19.03,29.89,4.15,0.24,1.81,2.98231817317696e-05,2.9245775611460794e-11,0.2446402962588055,68.1208123388278,1.87663178874235e-05,1.561582804748e-11,-0.2539749930661873,67.345183353717
27.95,64.17,6.39,0.39,2.16,7.29408648247225e-05,7.9938930403381e-11,0.2086811544417465,56.410225129820105,4.37107191190512e-05,4.0971246259885e-11,-0.243524289917443,68.21822047867617
22.45,72.69,7.3,1.17,2.1,6.03320165531547e-05,2.01620386040443e-10,0.179069410935823,61.53408210745119,4.32890269867626e-05,3.26322105517439e-10,-0.1875450348259413,71.08316787628048
16.18,39.76,5.98,0.5,2.05,4.97856009041467e-05,2.20928113882836e-10,0.1912388466213828,68.5212252798707,3.24679988267644e-05,1.32872265735407e-10,-0.209303687946448,68.6208095016613
24.89,20.51,4.8,0.9,1.66,2.22203720881388e-05,1.95956573312569e-11,0.2512123084180787,68.76135134716657,1.39996446014761e-05,1.06195838203284e-11,-0.2659311577564475,68.7785187771357
25.86,48.85,6.51,0.82,2.07,1.29604323978341e-07,9.635356563791859e-11,0.2246966969764842,76.9913198398105,3.00336360808603e-05,5.18233177913548e-11,-0.2422166642604259,67.6780085416633
20.98,51.11,5.18,0.72,2.11,5.06150041885565e-05,1.07836646801811e-10,0.2054893300020043,62.17764217811792,3.2057677453648e-05,5.74788206047232e-11,-0.2378775334103378,65.14176960399648
