Lch,Wch,Tox1,Tox2,Ion_N,Ioff_N,Vth_N,SS_N,Ion_P,Ioff_P,Vth_P,SS_P
29.06,30.81,1.21,2.96,5.16639947396378e-06,6.18679504979733e-11,0.2188885886596854,61.63279896978166,6.30052875587075e-06,4.23561798311963e-10,-0.1596963670323036,60.9021008364503
25.19,26.05,0.64,1.93,5.80244729246667e-06,4.9704709770731e-11,0.2193753568651651,62.15775098285645,5.56772569002884e-06,9.00297059746016e-11,-0.1985216544053127,61.22555355304944
22.81,36.51,1.4,2.26,6.73545285483375e-06,9.894605337317149e-11,0.2185199665586711,61.51729849055576,7.8579233972441e-06,7.62181503414437e-10,-0.156776725463843,59.91201385217381
42.06,19.22,1.12,2.99,2.84786372535097e-06,2.18544746061924e-11,0.2228376991314826,62.45221180290147,4.07784012334601e-06,1.14055164505574e-10,-0.1717113019680865,59.017158190344375
21.26,14.55,1.31,1.21,3.0346216962872e-06,3.46433641767391e-11,0.2213542474630955,62.41058180799014,2.78643056435761e-06,1.53334177215052e-10,-0.1756407897722853,60.12132205027403
39.63,29.07,0.25,1.61,6.32545204129836e-06,2.8931036654173598e-11,0.2216776155879467,60.31477227430532,5.76956604468003e-06,2.53602464102635e-11,-0.2214260475174011,58.570047100665306
15.28,30.73,0.57,1.78,7.77949693539795e-06,1.14843726788227e-10,0.2163557252635094,61.39760621388775,6.49742609528429e-06,1.95045212594996e-10,-0.1988900168747651,61.99688340568182
15.4,85.09,0.37,2.33,2.21945618377861e-05,3.46691216744064e-10,0.2141539029735619,60.89400271911725,1.9264721495865e-05,5.124043130735451e-10,-0.2009309861131884,62.16716486324223
23.21,34.43,0.21,2.19,8.57130001381315e-06,7.016787942901279e-11,0.2183184909814964,62.06945239575499,7.15345914543366e-06,6.20644282940536e-11,-0.2179913855302109,60.7087699196388
31.55,19.61,1.14,2.04,3.45811616836809e-06,2.9705364549880196e-11,0.2224776978393777,62.43740935023745,4.18876242584731e-06,1.54595861852346e-10,-0.1725319985849322,59.315343241216816
7.2,18.11,0.24,1.65,5.46766396520678e-06,1.98925839406329e-10,0.2109993681387403,61.72633704857356,3.94380907204463e-06,1.62334909232251e-10,-0.2148173325860918,60.8038443792184
27.01,13.58,0.96,2.99,2.56294779852942e-06,2.76822014729097e-11,0.2189441049999881,61.882597567363696,2.76880663011486e-06,1.02614770979027e-10,-0.1771198937279957,60.83179666594233
24.38,92.63,0.94,2.75,1.79758052802768e-05,2.29520297927693e-10,0.2171943044937907,61.34153399873653,2.0056182175645e-05,9.10536484827689e-10,-0.1741282475710359,59.845261557373966
42.28,44.52,1.36,2.98,6.02721749638294e-06,5.27579489165313e-11,0.2233610978414776,62.590380551054025,9.6680265814731e-06,4.3690139968631403e-10,-0.1576666294000604,60.19182396798052
15.38,25.17,1.35,1.54,5.70000923459427e-06,1.18685668825611e-10,0.214712303827953,61.12032424796167,5.41682991056439e-06,8.18091185434472e-10,-0.1583436308735726,60.50332652285413
37.16,13.11,1.49,2.83,1.97581371841427e-06,1.7997795585682098e-11,0.2223188435242315,62.46307802364985,2.55916401831174e-06,1.64543424535876e-10,-0.1557100231328011,59.565693573682175
11.13,71.1,0.85,2.53,1.7732529608257e-05,8.13521331188991e-10,0.2055268375240284,63.98213233324648,1.51124270830745e-05,3.39058852900297e-09,-0.159718507044311,61.28872380191762
29.99,84.13,1.32,2.16,1.41568393767609e-05,1.51412954993632e-10,0.2205116201972949,61.98064924770166,1.83939868440651e-05,1.05693024741008e-09,-0.1604833823565699,61.08177070031374
25.04,59.25,0.81,1.44,1.27954801440873e-05,1.10480134280806e-10,0.2207946376954598,62.09910356118949,1.30985516339261e-05,2.3720521898882103e-10,-0.1946345390100306,60.6189881150486
26.79,69.69,0.88,1.38,1.38185085566678e-05,1.16967375311954e-10,0.2225411205925611,61.84653799552792,1.53536403864011e-05,2.98018315096243e-10,-0.1914147198432405,59.56117375947085
16.95,12.82,1.18,1.93,2.8280046019834e-06,4.8224884307588595e-11,0.2165720090569354,61.227760989022464,2.54228045431385e-06,2.2917895464340701e-10,-0.1708349898746921,61.04481689255913
22.68,88.85,1.26,1.52,1.74491348211659e-05,2.09046960749734e-10,0.2206708977988423,62.14055503447047,1.9231830282792e-05,1.05562011783614e-09,-0.1714221720938261,59.34539522543991
32.59,70.43,1.28,1.63,1.13814746958131e-05,1.0222212505678e-10,0.2234433042127287,62.39983590667356,1.47402440511932e-05,5.8704671885271e-10,-0.1699272287016114,59.314414554809815
40.99,98.92,0.99,1.87,1.59182312483247e-05,1.07631020620257e-10,0.2231143828464396,61.78107684082207,2.20990393100274e-05,3.80933662751935e-10,-0.181745266758193,60.384271419424906
31.92,70.79,0.72,1.35,1.41983233702911e-05,9.30032949488828e-11,0.2232180374518795,61.14500075976208,1.53909460073976e-05,1.74833149525243e-10,-0.2007182176287559,60.27422979682537
33.9,85.92,0.7,2.77,1.55610396361651e-05,1.2592752261244e-10,0.2200802234076747,62.1887411433282,1.93268233369456e-05,3.24265839631475e-10,-0.1894577201292956,59.09590518639188
32.88,94.28,0.92,1.88,1.69283754158139e-05,1.31622911619579e-10,0.222449153551127,62.040061028030586,2.11614986756656e-05,4.207949901408e-10,-0.1852238096851493,59.83438579202053
14.03,48.73,1.33,2.08,1.09724798832026e-05,3.21542719949058e-10,0.2115951342677053,63.54311747281098,1.09057008192797e-05,3.06435278063159e-09,-0.1454250371140048,62.34194639472091
14.03,78.46,0.51,1.88,2.0627400841267e-05,3.29301021932608e-10,0.2160591409689573,61.32100250170162,1.75902827913714e-05,5.79991838995165e-10,-0.1982017363932426,61.906745984722775
26.63,17.58,0.76,2.45,3.60025151789012e-06,3.29153000757051e-11,0.2201205830274292,62.27110834365202,3.702696684206e-06,7.8491638214427e-11,-0.1911553730116639,59.56501210665413
11.54,23.62,0.98,2.1,5.9910802570707e-06,2.0991901936003002e-10,0.2085774706022915,64.14480587129978,5.00414722769681e-06,8.76507818348998e-10,-0.1635841755401856,62.02417735423809
21.91,69.51,1.49,1.86,1.29502770831201e-05,1.93407990151256e-10,0.2192291122266226,61.647227198053,1.54459655806864e-05,1.6300282867363401e-09,-0.1550919150613633,59.36823667414099
38.95,68.21,1.27,2.15,1.00389309277892e-05,8.34358120914598e-11,0.2234370067251464,62.45294450358416,1.45926876349627e-05,5.06478528812317e-10,-0.1668176466947743,59.78272723619846
22.47,64.66,0.61,1.92,1.4738080923863e-05,1.40691736302754e-10,0.2197725960005531,62.261347558632174,1.44274507016532e-05,2.44512442776807e-10,-0.1998339381453497,61.07116260774749
9.23,82.92,1.15,1.5,2.20346771147498e-05,1.32114804007397e-09,0.2014616388778658,63.02155530805201,1.87473030141884e-05,5.5854021699060105e-09,-0.1565635346724302,62.533171395765
27.99,27.51,1.43,1.56,4.87795473522281e-06,4.9742409026807595e-11,0.222095267249708,62.45347202365276,5.77040098502098e-06,3.38852703293791e-10,-0.1628353407966972,61.530356975578336
27.71,56.85,0.84,1.36,1.17041048828484e-05,9.121478029021989e-11,0.2224366527027646,61.72287930327224,1.25700938488857e-05,2.12424802306058e-10,-0.1935025020071665,60.25211179403034
21.4,54.19,0.86,2.94,1.12662650390181e-05,1.61193413352841e-10,0.2163444616040022,61.21003222192049,1.21501852318499e-05,5.66763189603259e-10,-0.1765706887973609,60.73275961533385
7.71,56.95,0.2,2.19,1.69571932555051e-05,8.15307109302838e-10,0.2054900895888311,64.20369318309187,1.2637420856368e-05,7.78782503135471e-10,-0.2035177101105791,63.203832173337496
11.88,15.93,1.21,1.78,3.95537476638273e-06,1.30712024119018e-10,0.209479380455422,63.78557490309063,3.22662799624229e-06,7.59303570698567e-10,-0.1565254121825226,61.19733695034583
32.68,88.52,1.06,2.31,1.49193677530456e-05,1.34261086144971e-10,0.2217719563736479,62.4345432668542,1.96495256957608e-05,5.88106190659146e-10,-0.1751251846711252,60.15336723387134
43.61,75.91,0.64,1.75,1.33603448433524e-05,7.109376243415219e-11,0.2234799382067977,60.8566527415324,1.64181280471734e-05,1.21956840668098e-10,-0.2031261265564393,58.94186209196514
27.4,40.62,0.88,1.94,7.90438216702445e-06,7.142409377582319e-11,0.2212509308980125,62.43239035412503,8.39546458912075e-06,2.02005515654051e-10,-0.1877962527730454,59.05061021882801
14.28,43.39,0.3,1.39,1.20203153186284e-05,1.44692950453963e-10,0.2187801632714704,62.16560811419214,9.66421959392559e-06,1.38597770531359e-10,-0.21788756564933,61.61887377965507
7.35,98.12,1.49,2.89,2.48510687797337e-05,1.59410143625764e-08,0.1666552732136219,75.36661646360392,2.20956532252527e-05,1.54783183389039e-07,-0.0854549162686195,86.85198073384178
35.8,82.29,1.39,1.24,1.30526609249217e-05,1.02504006990068e-10,0.2247769065877273,61.94654930611748,1.83915944767221e-05,6.152488613918521e-10,-0.1692843646661489,58.96011542341915
10.23,33.56,0.21,2.16,9.68259456468263e-06,2.42701257233879e-10,0.2116706061612716,60.99613429110712,7.23299938581442e-06,2.65078678875058e-10,-0.2068541890229083,61.13296632714048
19.58,96.22,1.41,2.61,1.87652336684164e-05,3.90808611104094e-10,0.2141453279870201,62.1347665290084,2.14599204275429e-05,4.491772480516331e-09,-0.1414825491265554,61.04988345694376
33.73,74.3,0.91,2.33,1.29141745604076e-05,1.06516382083604e-10,0.221460855440014,62.444066127204586,1.61945017804997e-05,3.75509074057991e-10,-0.1810151105000449,61.27135823317074
40.59,69.58,0.63,2.17,1.243261347058e-05,7.52451548671428e-11,0.2217894125561235,61.52601276406522,1.53028708031675e-05,1.4840921106733901e-10,-0.1971974973623322,61.063592012090965
25.06,27.57,0.34,1.43,6.83478430281964e-06,4.68709693081823e-11,0.2202782079919141,61.11244383186547,6.00290847107953e-06,4.2336898775189e-11,-0.2192798269055119,59.80907402461198
13.51,16.59,1.33,1.32,3.9810333628736e-06,8.636417794115579e-11,0.2153860031223316,60.88440385548997,3.55183395598652e-06,5.18549119443335e-10,-0.1642741418492596,62.56239976064154
44.72,97.23,1.11,2.14,1.40991361767778e-05,9.788587518955789e-11,0.224048370835854,61.94495419914059,2.12543384961389e-05,4.3350513917568303e-10,-0.1759841758129935,60.39503325347351
12.75,35.92,0.4,1.76,9.7592675113798e-06,1.747474314412e-10,0.2137613873018104,60.69015493200974,7.76150688208831e-06,2.489779742335e-10,-0.2010306202833343,61.56990467502175
25.27,39.54,0.86,2.92,7.87110966611513e-06,9.368243058157279e-11,0.2167255355726639,61.26819514374734,8.77654945576138e-06,3.23074876490224e-10,-0.1773000883914316,60.92851330245127
19.0,46.78,1.16,2.7,9.4816096971444e-06,1.8324942191953e-10,0.2145501236978131,61.404723735613786,9.62742508576565e-06,1.35957035232309e-09,-0.1555146555378346,60.83018280385463
35.0,34.39,0.91,2.73,5.97747358383777e-06,4.9288787111827196e-11,0.2203820096085186,62.17554195002702,7.36491805735594e-06,1.85278190164088e-10,-0.1784233884879708,61.31381196718298
17.16,86.24,1.12,2.01,1.8684824066722e-05,3.3280100104069603e-10,0.2164823144252142,61.11549108626049,1.88376528894778e-05,1.9329872043260503e-09,-0.163890178148619,62.41238482752568
10.73,72.76,0.74,2.66,1.84929542840968e-05,8.841204129526501e-10,0.2049983498440802,63.87338254739012,1.59468766979494e-05,3.15035699358809e-09,-0.1635275857779524,62.27199237555128
10.81,42.8,1.05,2.21,1.05614423793057e-05,4.97421470994628e-10,0.20648497794879,64.15970074229352,9.40788516081121e-06,2.7374596059620404e-09,-0.153449400216678,63.29466917945456
37.38,61.7,1.22,2.76,9.3356663942948e-06,8.35817618343661e-11,0.2223563041927144,62.4479758506757,1.36676892942919e-05,5.63291986171525e-10,-0.1629330166156946,61.49811497070517
14.34,35.99,0.39,1.78,9.63605833192366e-06,1.37370763483496e-10,0.2167806616567141,61.59929766069205,7.82897044668483e-06,1.70065921741143e-10,-0.2087989883049132,59.49576157100089
42.26,75.32,0.93,1.89,1.1969798112475e-05,7.666256168181929e-11,0.224077957304447,61.48173963052229,1.68020995467749e-05,2.32002091965497e-10,-0.1878280686406726,58.65244967560683
29.64,48.6,1.43,1.41,8.26318288972089e-06,8.16255705640341e-11,0.2221356670816464,62.44796088096477,1.07686336223322e-05,5.40684792264171e-10,-0.1636575944273043,61.10175410853588
28.69,72.38,0.52,1.82,1.57997437884058e-05,1.13061839429084e-10,0.2206490995779669,61.68119175051341,1.61248041712385e-05,1.68923839197776e-10,-0.2054240374394188,58.57642229358573
42.96,85.42,1.12,2.56,1.23342435740853e-05,9.32094266570189e-11,0.2235162568567103,62.30841262915203,1.84234040568723e-05,4.64336168156219e-10,-0.1728405583728168,59.34285251848993
34.12,27.25,1.2,1.6,4.63794303678503e-06,3.67281476225705e-11,0.2231030562066975,62.09859539710756,5.81161279978954e-06,1.70809990494878e-10,-0.1752303039020435,60.1480900790838
17.7,49.87,1.36,1.91,1.0428106862609e-05,1.92657850858609e-10,0.2165599103067672,61.06268325578866,1.09791696889611e-05,1.5423264911021901e-09,-0.1554040996676274,60.60822634267427
32.69,66.77,0.27,2.49,1.44401989049763e-05,9.293789281217509e-11,0.2195866928229731,61.7560947716248,1.47423260201233e-05,1.0458271514867001e-10,-0.2120336684886768,60.76576047197377
32.32,94.66,0.38,1.45,2.05610596861977e-05,1.17917992355232e-10,0.222197105449098,60.59995500083172,2.12654285305359e-05,1.17355303376784e-10,-0.2175406065347666,60.172030018212894
30.36,19.81,0.44,2.62,4.17896641800444e-06,3.08442766017266e-11,0.2196972716704269,62.143231460108375,4.18807268054442e-06,4.6791749072480495e-11,-0.2038094740641693,59.33815653619595
33.67,64.59,1.2,2.4,1.05429554899666e-05,9.74409403802136e-11,0.2217239355443051,62.340177826258085,1.43826941507389e-05,5.8519433001975e-10,-0.1665257221253428,60.54585121262551
12.55,72.97,0.44,2.75,1.92217434582929e-05,5.95565373674749e-10,0.206936549685346,63.93055708017295,1.63703282965701e-05,1.2184254295153501e-09,-0.1813565634750723,62.159242475249656
24.85,49.57,0.25,2.23,1.21197828626766e-05,9.52781428881284e-11,0.2179056389628769,61.9906992669672,1.10999417256825e-05,9.05116388245413e-11,-0.2152266457878846,61.39786582527862
12.34,75.64,0.21,1.28,2.23008379642015e-05,3.06395176585314e-10,0.2166678146437381,61.6283317573373,1.69130781322725e-05,2.73911978663255e-10,-0.2177129538831277,61.37238651079552
39.14,20.45,0.35,2.55,4.027173865689e-06,2.29410944185658e-11,0.2205232623889868,61.44761066055171,4.41649825109491e-06,2.8410314018887896e-11,-0.2097450869708862,59.914454582162605
27.26,77.64,0.61,2.48,1.59042560104964e-05,1.43678517220801e-10,0.2194722773203127,62.131935481148815,1.71295037778976e-05,2.94265453713924e-10,-0.1941217279823373,60.55420507951151
25.1,46.07,0.94,2.76,9.08601771861277e-06,1.08950735157485e-10,0.2171717037679239,61.34945108212656,1.0045286714572e-05,4.28096358119614e-10,-0.1744777338214563,59.94883382629054
25.64,61.93,1.39,2.83,1.06924671003446e-05,1.5122738058861e-10,0.2189549634105356,61.54232373521258,1.38590216101988e-05,1.3987406668566801e-09,-0.1513987169740623,60.56552893062599
16.32,42.87,0.72,1.45,1.07008881909411e-05,1.43907847054464e-10,0.2171555598916987,61.51295529357999,9.47811275398633e-06,2.9271270931235203e-10,-0.1942800744639455,60.44267963273325
7.95,44.78,1.01,2.4,1.17752269027119e-05,1.7041076588268e-09,0.1907636638831071,66.32273603116079,9.92973450958794e-06,6.946434709027761e-09,-0.1427191735404973,65.32667937118329
25.68,72.19,0.99,2.34,1.38283324012542e-05,1.49623679910925e-10,0.220170218598061,62.071485714445245,1.58691556048262e-05,6.02485949859647e-10,-0.1759002887000178,60.36484065920581
32.25,65.27,0.4,2.91,1.30361280402189e-05,9.881260022468169e-11,0.2192506493472098,62.17942820692955,1.35780758064619e-05,1.57294463582161e-10,-0.2019402869074745,60.23869287515929
14.61,41.34,0.73,2.39,1.00439900304878e-05,2.09090812745683e-10,0.2132825358542249,61.19145221730224,8.50935511259463e-06,6.27748771246766e-10,-0.1799730319609262,61.847165450339766
7.74,54.81,0.32,1.85,1.6234696226471e-05,6.94580617690962e-10,0.2076980343345805,63.60432088851084,1.22723905958314e-05,7.161966716846391e-10,-0.2034153966981244,63.02810462662139
22.86,12.71,0.53,1.75,3.0158540256167e-06,2.5309619754556097e-11,0.2202868833326078,61.82199714986125,2.58580918765219e-06,3.53238835164185e-11,-0.207723831537729,59.14653724781435
40.48,61.19,0.4,2.86,1.13389476136006e-05,6.99969022372208e-11,0.2199108999908884,61.945455469026165,1.3209075615863e-05,1.06411808321852e-10,-0.2033149420440161,59.04780327069211
42.66,24.33,0.45,1.26,4.92365628885524e-06,2.17641558222878e-11,0.2235650379543609,60.04515814739629,5.21372047456301e-06,2.3105946548955e-11,-0.216651700298075,60.23947821809279
36.47,38.89,1.3,1.84,6.10941567337771e-06,4.9453023407254195e-11,0.2240578583584343,62.258218347198216,7.97716973114648e-06,3.1339846025562403e-10,-0.1669522043129013,60.05737575577438
42.55,67.44,0.99,2.84,1.00215430671464e-05,7.521726532223209e-11,0.2227256691019082,62.37139891186562,1.45342095261434e-05,3.1600611818038004e-10,-0.1763189596420157,60.53161206007797
33.59,26.78,1.16,1.89,4.59651158175408e-06,3.7619890086466595e-11,0.2225910473128922,62.31523680714676,5.57960475780476e-06,1.73904831657076e-10,-0.1748866585673977,60.04585025800729
41.14,83.91,0.42,1.35,1.73640859342678e-05,8.057978553644919e-11,0.222296450281276,60.3792696179863,1.87721167646241e-05,8.911663239544419e-11,-0.2144251411779228,60.934825810414345
43.0,87.26,0.8,1.53,1.48123428973713e-05,8.307849069014649e-11,0.2241623077549791,60.943433574016005,1.86325570733698e-05,1.80436842049798e-10,-0.1964591622656379,61.27979857704508
7.53,18.0,0.38,2.17,5.32863868914057e-06,2.9344601313079e-10,0.2042867694034375,63.78573730589962,3.89101818998386e-06,3.50952723148502e-10,-0.195674409052833,61.43336102534258
11.98,10.44,1.19,2.25,2.56319839135201e-06,9.472313223167249e-11,0.2078530489854255,64.55942868524127,2.0996182783545e-06,5.16559265083274e-10,-0.1561858645928594,61.87786454561201
40.24,10.69,0.98,2.59,1.76383918373254e-06,1.2220864200570498e-11,0.2219484013742895,62.01431947523955,2.11907697455033e-06,4.58217885069449e-11,-0.1797757614870616,61.238827344062464
30.58,73.83,0.74,2.05,1.43073418183656e-05,1.10592553230964e-10,0.2218493461609093,61.97600177943816,1.61738332066513e-05,2.72184155677475e-10,-0.1923751614293124,60.05002890279174
40.15,99.51,0.26,2.69,1.97011796560298e-05,1.1211288913624002e-10,0.2195151622243127,61.68981686419212,2.20743496883935e-05,1.2852097481319701e-10,-0.2107253029422768,60.26125520165221
23.34,53.0,1.28,1.24,1.05884896246678e-05,1.15725926995861e-10,0.221409046036781,62.34920048904353,1.18596584995773e-05,5.36401806288072e-10,-0.1738000947014012,59.57397984044451
37.54,25.53,1.19,1.87,4.06658565108804e-06,3.09368941232801e-11,0.2237582335467622,62.04139307629573,5.33319764598096e-06,1.46925911126319e-10,-0.1744391736079104,59.838466363145095
8.79,30.24,0.58,2.49,8.18425922884141e-06,5.5241838391319e-10,0.199255636363894,63.82878464621369,6.31548751820902e-06,1.0277430304258601e-09,-0.1767608059652575,62.11942153973192
17.03,75.23,1.29,2.05,1.54387082240654e-05,3.16748891505365e-10,0.2158076603666783,61.10614553372791,1.64205873361432e-05,2.5583973910089402e-09,-0.1547323126949438,61.299365419116185
34.29,26.27,1.29,2.01,4.29275150388834e-06,3.7346867729740197e-11,0.2223717784210749,62.53618019061397,5.40087923552305e-06,2.31352018335053e-10,-0.1665798388137094,60.397460992870215
11.49,29.24,0.78,2.72,7.37391251706637e-06,3.15497496880953e-10,0.2055556972429886,64.0972323590479,6.12268752232332e-06,1.19068326190199e-09,-0.1628515164992268,61.9999376964201
11.07,30.45,0.25,1.62,8.75300893067972e-06,1.58355688706172e-10,0.2153005168106895,61.25531850686809,6.68820796632738e-06,1.55792348100875e-10,-0.2129686760211242,60.39367308584906
43.06,44.72,0.37,1.73,8.90647407337469e-06,4.11501330669438e-11,0.2225277590268191,60.42666485012374,9.53961841355161e-06,4.2597780992884094e-11,-0.2163712321048778,60.36584462929172
23.18,57.73,1.09,2.06,1.14836774455403e-05,1.38525476584878e-10,0.2193246935427514,61.84190723462032,1.28767698353685e-05,5.85178090079566e-10,-0.1742704688710904,59.821410436203095
17.74,16.44,1.19,2.62,3.5605559709672e-06,6.665932413160489e-11,0.2149791512236478,61.06099870388013,3.52421179123005e-06,5.61062069816268e-10,-0.1534106636589349,61.63837902008494
43.08,21.39,0.23,1.7,4.61083944607928e-06,1.92204192451817e-11,0.2222089339185776,60.11880413903555,4.58716711697525e-06,1.53687315203735e-11,-0.224604136585624,59.02577247612741
16.11,36.97,0.89,2.67,8.41724550341781e-06,1.86300131787206e-10,0.2118200926504854,62.120686321812805,7.81090532277214e-06,8.06654455860434e-10,-0.1683598864125213,62.67927874160184
34.38,50.41,1.3,1.78,8.17594914160556e-06,7.016706803241539e-11,0.2229979752311573,62.465801532681375,1.10843416983312e-05,3.9269710811571503e-10,-0.1701013828655493,59.134464857213686
30.47,19.43,0.54,2.41,3.99740148253579e-06,2.93501314382655e-11,0.2207679647977229,61.94962442821253,4.14078457045915e-06,5.15369262617124e-11,-0.2008280290260906,60.60904120354776
18.17,58.71,0.39,2.24,1.46798463507679e-05,1.76755095074582e-10,0.2168257205708121,61.60880925063428,1.31393926007912e-05,2.61046943304043e-10,-0.2028942232706853,60.80247212713709
20.01,14.32,0.91,1.57,3.27729575997079e-06,3.6890534712716793e-11,0.2189303042229731,61.96911822093193,2.85818751790122e-06,1.06463000082595e-10,-0.1864460272334037,60.12649616913156
37.35,59.53,1.37,2.36,8.88267251142906e-06,7.88021306269452e-11,0.2232723437964714,62.63752504789305,1.33106108035579e-05,6.25965082039342e-10,-0.1593493349775172,60.823773757833855
