Lch,Wch,Tox1,Tox2
38.36,51.44,0.25,2.72
27.57,96.02,0.29,1.65
25.74,85.91,1.48,2.38
31.14,76.36,1.11,1.73
11.92,24.36,1.22,2.04
30.66,71.87,0.82,2.89
31.82,25.69,0.68,1.39
34.71,38.84,1.16,1.91
21.42,60.65,0.63,2.37
27.12,49.51,0.77,2.6
22.92,50.31,0.92,1.7
13.09,29.27,0.37,1.4
44.93,47.21,1.07,2.9
43.34,74.03,0.82,1.57
9.63,92.72,0.5,1.48
44.28,90.47,1.09,1.88
28.41,10.8,0.56,2.27
42.31,82.71,1.4,1.49
13.71,75.89,0.31,2.74
38.86,78.93,0.64,2.5
12.55,75.99,0.22,1.94
44.46,85.6,1.32,2.07
7.04,58.25,0.4,1.49
44.41,75.63,1.22,2.83
26.74,67.93,0.62,1.76
42.36,86.34,0.28,1.57
44.39,21.62,1.19,2.52
42.52,22.93,0.45,2.32
32.08,18.73,0.57,1.21
44.86,46.9,1.04,2.33
31.26,89.13,1.06,2.81
34.92,73.0,0.59,2.62
8.39,71.06,0.64,2.31
11.18,40.97,1.1,2.23
23.01,30.29,0.97,2.95
24.15,10.42,1.44,1.38
43.48,55.71,0.48,1.6
41.01,14.3,1.38,2.17
40.3,48.76,0.8,2.77
21.52,18.89,0.89,1.49
35.23,55.23,0.34,1.31
7.42,62.34,1.07,2.05
44.01,25.22,0.48,2.48
22.81,37.03,0.6,2.16
11.96,93.1,0.81,2.62
40.74,46.38,0.71,2.19
34.8,70.91,0.66,2.12
15.61,93.82,0.29,2.3
32.48,55.39,0.37,2.57
13.41,99.23,0.82,2.26
41.33,86.64,1.21,2.41
36.08,11.68,0.65,2.01
11.53,30.14,1.0,2.92
38.08,77.81,0.4,2.42
20.18,65.08,0.61,1.66
7.7,67.59,1.32,1.58
32.76,26.37,1.2,2.09
36.96,78.18,0.22,2.61
27.6,40.24,1.13,2.61
42.05,60.25,1.28,2.18
29.56,58.56,0.65,1.34
23.85,19.69,0.98,2.75
13.03,11.36,1.37,1.99
29.47,54.31,0.9,1.82
13.6,35.01,0.23,2.51
42.13,52.44,1.25,2.2
29.8,87.4,1.09,1.25
39.81,53.12,0.54,2.86
26.24,66.45,0.79,2.6
34.96,56.16,1.45,1.79
24.67,23.79,1.32,1.43
18.33,92.83,1.19,1.41
11.36,54.52,1.02,1.78
33.86,67.47,0.97,1.43
12.6,26.09,0.35,1.8
42.4,48.29,1.12,2.46
36.64,91.34,0.62,1.38
17.75,69.72,1.24,1.64
19.53,74.86,0.37,2.94
7.12,13.92,0.55,1.35
16.98,14.96,1.4,1.99
26.28,77.37,1.21,1.84
41.15,22.64,1.34,1.59
11.42,33.96,0.24,2.42
44.62,57.29,0.45,2.13
12.4,75.21,1.14,1.79
28.57,25.53,0.62,2.44
11.5,91.43,1.26,1.94
18.12,89.4,0.8,1.95
40.64,92.25,1.5,2.65
33.96,81.31,1.12,1.47
10.29,59.54,1.22,1.51
31.56,18.58,0.41,1.89
33.2,25.15,0.58,1.97
24.36,23.31,1.04,2.81
36.69,67.78,0.77,1.85
31.36,73.33,0.78,2.12
35.76,36.47,0.59,2.8
12.88,26.71,0.88,1.72
34.11,97.08,0.83,2.47
30.09,18.44,1.18,1.54
36.28,26.47,0.98,1.49
30.25,90.24,0.78,2.24
32.83,29.67,0.74,1.36
31.5,72.92,0.36,2.16
39.69,63.94,0.66,2.33
11.39,24.52,1.18,2.71
21.09,45.96,0.54,1.98
44.17,19.49,1.2,2.39
22.01,94.36,0.93,1.83
26.9,55.52,0.4,2.56
32.27,24.46,0.87,2.35
40.75,71.22,0.99,2.82
36.32,71.33,1.24,2.94
36.67,19.4,0.51,2.05
17.03,34.9,0.86,1.5
31.97,32.06,1.1,2.91
20.73,75.06,0.89,2.18
23.9,17.81,1.4,1.53
19.8,21.29,0.41,1.28
42.86,71.82,1.11,1.86
37.91,42.04,0.86,2.57
40.61,82.26,1.33,1.52
21.6,49.97,0.45,2.03
14.6,30.56,0.48,2.7
7.9,69.85,0.54,2.5
21.96,31.58,0.42,1.47
22.55,76.76,1.43,2.85
16.8,70.98,0.26,1.84
35.85,37.5,0.98,1.23
13.74,65.43,0.27,2.25
32.56,67.98,0.71,2.69
25.41,99.44,0.35,1.64
7.46,91.75,1.29,2.13
7.93,31.47,0.22,2.07
42.2,79.02,0.23,2.69
22.39,10.84,1.41,2.38
7.16,23.49,0.49,2.58
32.15,84.59,1.3,1.92
19.0,46.35,0.29,2.24
41.56,69.48,0.54,1.92
35.63,30.36,0.35,1.53
37.31,73.69,0.8,2.95
20.71,54.91,0.75,1.3
28.74,87.77,1.14,2.39
23.23,12.81,0.56,2.46
18.95,37.39,0.75,2.09
18.73,47.16,0.87,2.35
25.8,46.5,0.95,2.25
11.63,74.39,0.96,2.98
16.54,17.0,0.43,2.28
39.96,94.8,1.07,1.96
15.49,30.24,0.23,1.98
22.43,20.08,0.91,2.13
43.59,95.93,1.15,2.4
28.6,21.85,1.2,2.23
15.96,46.75,0.8,1.45
13.35,51.88,1.28,2.24
25.65,10.54,1.29,2.82
27.85,57.74,1.42,2.35
13.88,61.63,0.51,2.83
13.07,93.29,1.27,2.78
27.87,20.86,0.44,2.7
12.08,91.15,1.49,2.99
37.66,80.29,1.05,1.46
40.54,86.13,1.3,1.9
17.59,26.17,1.46,2.68
26.93,93.75,0.54,1.53
39.03,12.73,1.21,2.68
32.45,27.75,1.35,1.83
14.02,86.72,0.76,1.95
9.94,81.37,1.42,2.55
33.42,19.58,1.29,1.56
8.73,49.07,0.33,2.34
36.05,19.84,0.87,1.87
44.75,61.09,0.59,2.68
21.2,29.51,1.1,1.42
34.68,38.49,1.23,2.14
37.27,99.56,0.74,2.88
32.77,76.98,0.2,1.29
30.35,95.53,0.75,1.23
34.51,26.53,0.31,1.22
23.27,76.83,0.38,2.56
9.68,47.62,1.05,2.39
18.32,58.1,0.33,1.54
26.63,15.75,0.26,2.05
7.22,93.42,1.3,2.28
13.31,14.64,0.76,1.22
9.82,75.52,1.37,2.5
24.44,96.38,0.73,1.88
11.33,62.82,1.19,2.04
10.63,27.86,0.53,2.8
21.16,68.09,0.38,2.46
35.67,35.09,0.21,2.49
11.72,74.11,0.41,2.76
19.38,29.88,0.57,1.72
8.06,36.76,0.92,1.99
35.7,87.47,0.78,1.83
17.17,20.07,0.65,1.25
19.63,93.96,0.71,1.5
21.01,92.26,0.39,2.56
8.47,97.59,0.85,2.31
35.17,57.17,1.44,1.46
33.14,40.09,1.43,2.99
10.53,78.07,1.49,2.24
14.22,31.63,1.28,2.97
30.84,35.95,0.49,1.25
17.66,73.5,1.0,1.8
34.24,37.34,1.27,2.45
22.67,58.71,0.44,1.68
19.28,62.72,0.51,1.26
36.79,98.92,0.87,1.2
31.63,67.6,1.44,1.56
8.68,72.63,1.0,2.17
13.17,56.45,0.87,2.32
41.77,79.88,0.36,1.48
8.5,31.85,0.37,2.12
26.36,73.39,0.94,2.01
24.52,78.32,1.13,1.42
30.82,35.4,1.36,2.7
24.04,15.19,1.05,1.46
43.07,90.71,1.49,2.72
8.84,61.15,0.66,2.46
18.46,80.57,0.76,2.03
27.99,85.75,0.61,1.43
17.48,62.19,1.0,2.55
31.51,96.19,1.45,2.73
33.94,78.25,0.5,2.98
23.75,45.07,0.7,2.69
7.61,65.57,1.47,1.92
31.4,32.6,0.94,1.71
42.44,31.37,1.31,2.53
11.0,96.68,1.38,2.88
25.27,32.21,0.73,1.27
9.1,43.39,1.14,2.46
18.24,18.32,1.45,1.58
20.82,84.92,1.44,1.81
7.84,22.04,1.15,1.28
14.74,30.87,0.52,2.3
42.6,24.91,1.46,2.74
29.5,88.76,1.11,1.63
14.18,16.91,0.64,1.76
33.04,62.56,1.31,2.6
8.23,31.96,1.07,2.37
19.42,68.99,0.71,2.16
8.98,21.45,1.23,1.6
42.74,53.35,1.09,1.63
41.39,56.26,0.25,2.34
42.66,10.63,0.79,2.17
9.54,41.92,1.21,2.23
37.43,73.24,1.26,2.93
23.92,45.17,0.57,1.29
11.14,88.37,1.46,1.35
43.6,91.06,0.8,1.34
37.98,48.52,0.2,2.46
24.57,63.9,0.21,1.26
33.9,11.25,1.35,1.31
12.51,33.5,0.64,2.37
26.31,69.84,1.46,1.31
20.42,76.33,0.41,2.99
8.95,77.27,0.25,2.0
21.4,97.27,0.31,1.95
20.95,12.08,0.6,2.22
19.86,92.92,0.23,1.22
17.1,87.92,0.64,2.87
44.25,59.92,1.01,2.63
39.08,78.59,0.48,1.69
12.92,82.41,0.65,1.25
25.92,13.19,0.29,1.55
14.88,60.34,1.37,2.36
20.52,10.48,1.47,1.95
28.73,34.2,1.14,2.67
25.28,61.52,0.53,1.76
16.88,51.55,1.16,1.64
19.27,87.24,0.96,1.94
13.98,83.3,0.83,2.69
24.45,61.78,0.27,1.37
33.16,30.47,0.58,2.1
25.01,93.57,1.24,2.42
39.12,23.89,0.67,2.4
20.29,46.13,0.97,2.88
37.47,39.33,0.56,2.48
7.77,20.24,0.45,2.77
23.95,50.42,0.73,2.82
7.37,67.28,0.64,1.36
20.3,37.58,0.87,2.24
44.98,52.73,1.37,1.22
30.26,64.31,1.42,2.86
8.11,58.92,0.28,2.24
26.09,32.96,1.26,2.79
20.68,77.59,1.26,1.38
11.2,72.03,0.7,2.54
22.17,36.33,0.89,2.31
41.74,43.52,1.17,1.43
33.48,30.72,1.15,1.82
24.51,66.79,1.32,1.36
21.27,86.93,1.48,1.26
8.55,50.56,0.4,1.56
16.71,42.41,0.25,2.63
10.89,51.59,0.29,1.61
9.61,68.65,1.01,1.53
28.82,56.67,0.35,1.74
30.04,99.66,0.72,1.96
39.65,33.68,0.69,1.45
23.81,21.43,0.47,2.27
23.3,26.21,1.42,2.03
18.58,88.53,1.17,2.74
7.76,59.84,0.24,1.53
26.71,17.89,0.72,1.46
27.67,10.28,0.31,2.84
32.67,43.7,1.46,1.65
39.54,43.19,0.83,1.69
40.2,75.35,1.2,1.32
33.73,45.23,0.4,2.34
11.09,98.32,0.75,2.89
18.88,61.47,0.25,2.41
20.62,34.3,1.08,1.77
31.44,87.54,1.38,2.08
27.02,48.0,0.85,2.71
38.63,70.45,0.24,1.73
11.77,58.16,1.43,1.21
14.54,47.3,1.49,2.19
22.28,88.2,0.41,2.9
42.26,40.51,1.04,2.58
12.0,70.66,0.22,2.95
28.51,60.8,0.3,2.97
24.38,37.98,1.22,1.87
15.31,59.05,1.43,2.61
38.22,73.8,0.82,2.97
11.9,22.44,1.3,1.53
15.27,32.26,0.39,2.8
22.21,79.09,0.88,2.69
37.34,11.26,0.84,2.78
17.44,38.61,1.31,2.85
40.43,16.17,1.04,2.84
42.9,13.02,0.31,1.71
25.08,66.99,1.03,1.4
33.4,82.61,0.94,2.67
7.03,85.21,0.63,1.38
16.52,34.1,1.24,2.15
27.52,79.98,0.77,2.51
36.37,17.31,0.97,1.54
27.68,88.59,1.47,1.66
21.89,32.9,0.58,1.96
12.14,66.63,0.44,2.64
15.0,94.15,0.34,1.45
19.2,92.11,0.89,2.27
10.17,29.13,0.3,2.08
16.2,80.2,1.17,2.67
31.75,82.18,0.79,1.7
17.77,27.23,0.32,2.96
29.2,94.31,0.33,2.42
30.57,44.21,1.39,2.82
19.66,12.42,0.46,1.93
31.03,55.31,0.96,1.45
41.88,41.7,0.91,1.7
27.93,57.02,0.99,2.79
30.02,60.49,1.06,2.01
16.13,64.96,0.68,1.29
16.18,35.74,0.8,2.12
24.91,84.38,0.68,1.72
30.54,15.23,1.24,2.17
27.22,24.71,0.2,1.69
34.49,64.56,0.87,2.2
11.66,14.17,1.27,2.51
18.7,59.45,0.63,1.68
7.66,29.44,1.14,1.41
43.69,91.67,1.12,1.8
39.21,48.86,0.89,1.45
19.82,96.8,0.37,2.55
44.13,38.92,1.42,2.71
35.9,28.85,0.66,2.23
35.33,56.29,0.58,2.79
8.81,85.81,0.95,2.58
21.67,77.93,0.24,2.17
41.31,10.24,0.47,1.33
18.79,27.66,0.25,2.7
34.36,74.23,1.36,1.2
32.16,30.06,0.56,2.1
18.48,87.68,0.42,1.61
10.23,28.26,1.25,2.62
10.12,38.23,1.04,1.8
25.54,31.05,1.45,2.64
14.04,57.42,0.7,1.44
36.18,55.04,0.99,1.98
27.19,52.24,0.85,2.07
15.23,62.5,1.48,2.73
37.53,33.29,1.41,1.97
43.48,11.75,1.02,2.04
22.31,79.53,1.21,2.98
17.95,77.05,1.21,1.21
34.62,16.49,0.61,2.29
30.94,72.51,0.76,2.8
12.51,33.05,0.68,1.49
32.61,15.43,0.86,1.93
14.48,36.9,0.95,2.67
15.52,33.82,0.53,2.16
32.95,43.3,1.12,2.42
37.21,99.81,0.71,2.63
15.87,41.98,1.18,2.41
20.21,70.09,0.6,2.85
21.25,55.6,0.5,2.2
41.11,45.83,0.66,1.82
34.09,49.45,1.01,1.26
24.75,43.25,1.15,3.0
35.05,98.54,1.04,2.61
21.78,87.97,0.96,2.86
44.02,20.35,0.49,2.27
29.99,42.33,0.73,2.23
38.91,99.12,1.4,2.89
15.4,83.19,1.32,1.86
30.38,39.8,1.17,1.51
38.32,19.8,1.41,2.87
33.51,61.24,1.09,1.41
17.34,66.57,0.9,1.49
35.0,51.81,1.36,2.43
25.72,70.62,0.36,2.4
26.41,99.96,0.75,1.52
34.25,91.61,1.31,2.8
39.59,17.44,0.67,2.14
20.53,47.64,0.33,2.87
13.79,56.43,1.34,2.82
13.66,20.61,0.55,2.21
20.45,99.83,1.07,2.53
40.36,33.6,0.55,1.35
34.56,60.11,0.9,1.74
16.6,56.56,0.65,2.65
42.77,44.9,1.27,1.62
21.12,25.96,0.84,1.33
9.79,24.95,1.17,1.71
22.32,88.24,0.96,1.24
18.15,60.19,0.63,2.66
12.45,94.95,1.4,2.58
36.44,41.14,0.54,2.76
23.16,44.62,0.21,2.22
42.11,22.26,0.94,1.33
39.51,97.55,0.91,1.73
25.6,28.15,0.46,2.32
33.36,63.09,0.89,2.5
29.05,45.57,0.53,2.85
43.91,67.75,1.08,2.91
20.88,79.15,0.72,2.04
31.61,32.54,1.33,2.18
34.0,52.3,0.57,2.14
21.29,30.68,1.41,2.83
32.31,24.22,0.58,2.49
16.42,75.12,0.61,2.96
9.09,13.25,0.45,1.51
10.55,78.01,0.55,2.74
23.11,40.69,0.52,2.78
38.13,68.38,0.45,2.59
10.77,64.39,1.33,1.55
31.12,14.45,1.02,1.62
27.35,85.32,0.34,2.93
28.08,60.69,1.25,2.77
40.69,33.37,0.94,2.21
21.64,35.51,0.74,1.58
16.11,38.33,1.07,1.89
27.39,77.18,0.78,1.52
23.79,83.46,0.44,2.61
17.25,99.06,0.38,2.91
42.71,64.89,1.15,1.7
24.12,69.56,1.02,2.45
37.95,63.77,0.89,1.89
24.09,19.08,1.3,2.08
36.51,58.33,1.45,2.6
10.74,50.19,0.83,1.85
24.68,50.62,1.19,1.39
23.48,88.97,0.82,1.67
44.21,74.79,0.35,2.83
42.92,87.06,0.62,2.33
28.35,21.24,0.67,1.98
9.91,65.68,1.28,2.48
26.58,18.54,0.41,2.79
18.28,84.66,1.2,2.42
16.48,15.51,1.39,1.45
15.38,59.77,1.28,2.8
32.52,45.67,1.18,1.32
43.72,96.65,1.32,2.29
22.09,40.04,1.25,2.65
38.43,81.54,1.34,1.56
22.14,41.79,1.23,1.25
18.86,52.66,1.5,2.43
32.39,29.79,0.78,1.27
28.28,53.47,1.43,1.27
15.9,34.43,0.62,1.71
20.23,79.81,1.06,1.89
40.22,17.5,0.83,1.4
14.44,43.0,0.38,2.06
41.61,53.23,1.19,1.96
43.95,72.0,0.32,2.04
36.85,48.19,0.34,2.44
10.45,83.04,1.17,2.65
26.15,38.07,0.6,2.85
24.62,45.79,0.3,1.63
40.96,80.53,1.12,2.49
8.91,98.82,0.62,1.59
28.86,39.71,0.73,2.51
23.6,97.96,1.44,1.91
10.72,68.55,1.27,2.14
9.47,91.22,1.35,1.93
36.24,11.99,1.34,2.81
38.51,85.02,1.25,2.93
8.56,53.39,1.24,1.41
10.32,20.47,0.34,1.63
23.71,40.77,1.31,2.9
38.97,97.89,1.41,1.78
40.59,23.66,0.4,2.67
38.16,90.9,0.43,2.48
37.13,98.46,0.75,2.01
43.12,43.98,1.05,2.19
7.34,76.24,0.48,2.54
28.1,39.44,0.27,2.76
26.77,28.44,0.23,2.39
16.26,82.73,1.37,2.79
41.18,37.18,0.72,1.21
26.8,17.57,1.48,1.34
35.94,51.26,1.06,1.4
42.47,13.76,0.81,2.47
41.22,67.16,0.23,2.48
36.75,62.97,1.16,2.65
12.99,98.58,0.46,1.23
25.01,55.93,0.5,2.64
21.92,98.23,1.0,1.38
20.4,61.68,0.52,2.89
42.02,41.64,1.15,1.82
44.1,62.91,0.43,2.03
24.19,64.71,0.9,1.98
14.11,97.7,0.26,1.42
42.3,22.56,0.75,2.21
33.1,59.29,0.39,2.91
26.53,14.87,0.36,2.03
21.45,87.0,1.49,1.57
30.79,84.31,0.65,1.22
44.84,15.67,1.48,2.29
37.15,46.87,0.32,1.72
8.18,31.9,0.99,1.75
9.15,58.03,0.84,2.77
30.49,54.02,0.38,1.82
25.82,27.62,0.21,1.46
19.89,90.1,0.99,1.44
34.42,79.65,1.17,1.76
10.57,43.83,0.77,2.73
22.63,72.68,1.42,1.44
41.96,44.46,1.0,2.62
10.98,82.31,0.43,1.5
25.13,37.7,1.01,2.91
24.32,83.67,0.26,1.33
29.3,55.77,1.49,1.62
40.4,81.17,0.27,1.35
10.86,14.12,0.51,2.71
11.26,76.48,1.34,1.59
7.39,65.52,0.34,1.34
7.8,55.16,0.22,1.59
30.68,39.55,0.27,2.99
32.91,85.37,1.22,1.86
38.76,59.06,0.4,1.81
9.29,96.57,0.81,2.43
32.71,85.45,0.81,1.77
30.17,11.48,1.08,2.52
37.05,10.91,1.1,2.29
35.78,17.67,1.38,2.85
12.37,86.83,0.93,2.66
10.93,66.33,0.98,1.42
30.88,35.71,1.46,2.36
19.04,88.89,0.31,2.11
29.59,86.54,1.18,1.43
18.41,25.33,0.7,1.29
13.56,84.0,0.26,2.52
17.56,51.33,0.62,2.61
37.59,20.74,0.76,2.84
12.68,49.21,0.92,2.44
36.88,15.83,0.77,2.51
14.09,97.16,0.34,2.36
26.66,74.6,1.07,2.45
15.02,26.57,1.02,1.27
39.16,76.95,0.37,2.53
35.54,70.3,1.47,1.48
10.38,93.45,1.01,2.01
8.28,77.47,1.12,1.95
16.75,53.94,1.23,1.3
43.43,96.42,1.1,2.97
28.14,12.23,0.67,2.13
39.38,21.54,1.12,1.93
35.3,33.19,1.35,2.62
29.64,46.55,1.05,2.56
33.81,39.36,0.66,1.88
25.57,15.37,0.85,2.79
25.86,81.22,1.3,1.76
9.72,85.63,1.27,1.97
28.38,28.05,0.56,2.53
12.73,50.99,1.11,2.0
7.29,47.03,0.44,1.98
12.31,65.98,0.79,1.39
38.82,88.73,0.73,2.38
26.57,36.06,0.42,1.84
40.08,79.27,1.38,1.5
17.87,58.42,0.63,2.86
28.91,32.84,0.32,2.78
19.59,28.7,0.27,2.45
23.67,19.24,0.56,2.64
19.73,77.56,0.49,1.42
16.46,61.37,0.33,1.96
27.27,13.48,1.33,1.23
43.25,28.91,1.28,1.83
44.57,49.72,0.98,2.06
33.33,27.1,0.82,1.41
23.22,98.13,0.27,1.4
17.61,29.9,0.32,1.34
38.62,63.65,0.2,2.97
31.29,25.6,0.9,2.55
13.43,68.85,1.03,1.76
7.11,22.11,0.3,1.29
21.97,16.23,1.45,1.91
35.96,23.01,0.47,2.59
34.15,27.34,0.21,2.71
35.37,83.83,0.4,1.8
30.2,70.55,0.56,2.33
39.42,44.48,1.29,1.85
39.85,59.64,1.05,1.74
28.23,91.54,1.16,1.3
22.89,29.02,0.99,1.43
24.96,82.94,1.09,1.37
27.73,83.71,0.67,2.0
39.32,14.01,1.11,1.87
32.85,73.58,0.93,2.06
43.23,78.57,1.01,2.57
15.99,56.88,0.46,2.26
36.55,71.45,0.63,1.74
8.78,58.86,0.7,1.27
43.31,20.91,0.45,2.93
18.07,22.41,0.83,2.05
37.38,20.43,0.69,1.26
24.72,13.4,0.63,1.88
13.24,11.87,0.61,1.34
18.39,94.05,0.91,2.22
16.05,40.85,0.69,2.01
19.5,12.61,1.4,1.55
10.82,49.67,1.2,2.9
9.87,99.49,0.93,1.37
31.19,97.4,0.69,2.08
36.92,42.72,1.08,2.05
15.83,86.24,1.03,2.07
28.93,37.77,1.36,2.45
44.69,46.03,1.24,2.11
37.82,53.62,0.93,1.44
25.67,40.28,1.05,1.6
14.39,44.18,1.33,2.3
27.43,29.18,1.36,2.07
15.36,47.72,0.88,1.81
20.85,52.77,0.92,2.96
35.56,27.96,1.49,1.77
24.81,57.56,1.37,2.25
21.81,60.98,1.38,1.7
17.83,73.1,1.34,1.33
39.49,57.94,0.61,1.87
18.6,33.44,0.47,1.24
38.3,95.7,1.38,2.54
27.09,49.01,0.22,2.74
34.28,66.41,0.6,2.35
11.69,69.18,1.0,2.47
43.52,39.67,0.25,2.94
9.41,94.99,0.38,1.84
21.51,89.94,0.43,2.71
35.01,98.04,0.84,2.43
37.01,47.8,0.7,2.41
36.57,71.69,1.04,2.18
24.89,12.47,0.85,1.66
40.28,69.97,1.36,1.54
38.69,12.96,0.5,2.26
15.46,60.52,1.48,2.94
12.2,13.57,0.47,2.49
39.75,16.07,0.52,1.77
38.71,47.52,1.47,2.47
34.4,30.91,0.96,2.7
37.76,54.12,0.69,1.75
39.03,78.71,1.5,1.65
15.8,88.43,1.15,2.11
29.38,82.0,1.13,1.86
34.47,70.23,1.38,2.19
10.07,37.88,1.39,2.39
19.18,65.15,0.77,1.91
43.65,52.88,0.69,1.87
33.6,21.9,0.36,1.66
20.76,18.02,1.39,1.84
11.84,65.72,0.69,1.69
8.87,39.15,0.24,2.66
22.61,69.25,1.18,1.69
15.11,95.8,1.48,1.75
30.14,58.62,1.47,1.64
42.18,36.42,0.74,2.3
22.54,57.14,0.21,2.59
44.09,41.41,0.41,1.58
43.02,74.97,1.16,1.52
12.84,54.2,1.35,1.32
37.08,31.22,0.93,1.59
14.3,35.28,0.35,2.97
30.46,92.63,1.0,1.88
29.79,67.35,1.37,1.95
25.23,94.51,0.95,1.32
22.06,24.8,0.71,2.57
21.05,81.81,0.79,1.6
23.05,59.18,1.39,2.19
44.35,46.66,0.98,2.02
33.25,23.57,0.67,1.64
29.42,49.27,1.16,2.66
36.22,96.92,0.52,1.36
41.36,91.97,0.77,1.61
16.92,59.34,1.13,1.86
31.79,54.68,1.5,1.61
26.2,95.22,1.19,2.11
35.15,42.53,0.61,1.23
35.09,37.18,1.02,2.4
28.28,42.79,0.43,1.51
